Year,Quarter,Month,CashGroupCode,BankCode,ExpandPlatform,ExpandPlatformType,ExpandFlowType,ExpandClientType,ExpandProductType1,ExpandProductType2,G10EM,ExpandCurrency1Region,ExpandCurrency2Region,ExpandCurrency1,ExpandCurrency2,ExpandClientRegion,ExpandHourRegion,ExpandClientCountry,ExpandValueDate,Disclosed/Non Disclosed,ExpandClientSubType,SalesCredit,ClientCount,VolumeBucket,ExpandClientCountryRegion,ExpandOrderType,ExpandPlatformVendorName,ExpandTenorBucket,ExpandTradeType,TradeCount,BlockTrade,ExpandTraderLocation,ExpandBookingType,ExpandSalesLocation,SalesCreditMethodology,Onshore/Offshore,Volume
2022,1,2,Group B,Bank Q,SDP,SDP,Client,Bank,Spot,Limit Order,G10,,,EUR,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,105091301.3
2025,3,7,Group A,Bank S,360T,MDP,Client,Hedge Fund,NDFs,,EM,,,USD,COP,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,2000000
2025,1,1,Group A,Bank S,Bloomberg,MDP,Client,Hedge Fund,Spot,,EM,,,USD,CZK,AMER,,,,,,0,,,,,,,,0,,,,,,,116440000
2025,1,1,Group C,Group C,Other ECN,ECN,ECN,Real Money,Outrights,,EM,,,EUR,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,873869.79
2024,2,4,Group B,Group B,SDP,SDP,Client,Corporate,Outrights,,EM,,,INR,THB,APAC,,,,,,0,,,,,,,,0,,,,,,,16360
2024,4,10,Group A,Group A,Other API,API,Client,Hedge Fund,Spot,,G10,,,USD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,40868181.97
2023,3,9,Group A,Bank D,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,GBP,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,7463420
2023,4,12,Group A,Bank R,FXall,MDP,Client,Corporate,Spot,Algo Order - Time Based,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,85095.60819
2023,4,11,Group B,Group B,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,INR,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,60240.75285
2023,4,11,Group B,Bank B,SDP,SDP,Client,Corporate,Spot,,EM,,,AUD,MXN,AMER,,,,,,0,,,,,,,,0,,,,,,,10600
2025,1,2,Group A,Bank D,360T,MDP,Client,Corporate,Outrights,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,18828606.81
2025,2,6,Group B,Group B,360T,MDP,Client,Corporate,Swaps,,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,75850593.12
2025,3,8,Group C,Group C,FastMatch,ECN,ECN,Bank,Spot,,EM,,,USD,MXN,AMER,,,,,,0,,,,,,,,0,,,,,,,4108333.333
2023,2,5,Group A,Group A,FX Connect,MDP,Client,Real Money,Outrights,Fixing order,EM,,,AUD,ZAR,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,127500
2025,1,2,Group B,Group B,360T,MDP,Client,Corporate,Swaps,,EM,,,USD,HKD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,19663099.37
2025,2,6,Group A,Bank R,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,SGD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,85998161.48
2024,4,11,Group B,Bank Q,BidFX,API,Client,Hedge Fund,Swaps,,G10,,,CHF,NZD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,5601400
2023,3,7,Group B,Bank Q,Other API,API,Client,Corporate,Swaps,,EM,,,USD,HUF,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,101063.95
2024,3,9,Group C,Group C,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,USD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,194063659.3
2022,2,5,Group A,Bank S,API,API,Client,Bank,Spot,,G10,,,DKK,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,29870000
2022,4,10,Group A,Bank L,360T,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,JPY,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,341477880.3
2022,4,11,Group A,Group A,EBS Direct,MDP,Client,Hedge Fund,Spot,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,,,0,,,,,,,26834744.32
2022,4,12,,Bank UT,Bloomberg,MDP,Client,Real Money,Swaps,,EM,,,USD,PLN,AMER,,,,,,0,,,,,,1 week - 1 month,,2,,,,,,,39213416.02
2024,2,4,Group C,Group C,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,76756397.54
2024,2,4,Group A,Group A,FXall,MDP,Client,Corporate,Outrights,,EM,,,GBP,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2021,1,2,Group A,Bank D,API,API,Client,Corporate,Spot,,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,530000
2021,4,10,Group C,Group C,SDP,SDP,Client,Real Money,Spot,Fixing order,G10,,,USD,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,38517526.01
2023,3,8,Group A,Bank D,SDP,SDP,Client,Corporate,Swaps,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,126480000
2023,1,2,Group A,Bank L,SDP,SDP,Client,Bank,Outrights,,EM,,,CNH,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,5927088
2024,3,8,Group B,Group B,FXall,MDP,Client,Corporate,Spot,,EM,,,USD,ILS,EMEA,,,,,,0,,,,,,,,0,,,,,,,11706281.6
2023,1,3,Group B,Bank B,SDP,SDP,Client,Real Money,Outrights,,G10,,,USD,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,1070000
2023,1,1,Group B,Bank A,FXall,MDP,Client,Real Money,NDFs,,EM,,,USD,IDR,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,69278857
2023,1,1,Group A,Group A,FXall,MDP,Client,Real Money,Spot,Algo Order - Time Based,EM,,,USD,THB,APAC,,,,,,0,,,,,,,,0,,,,,,,21209.78009
2021,2,6,Group A,Group A,EBS Direct,MDP,Client,Bank,Swaps,,EM,,,GBP,SGD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,5652500
2021,2,6,Group A,Bank D,Other,Other,Client,Hedge Fund,Spot,Algo Order - Liquidity Seeking,G10,,,EUR,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,4740295.26
2021,3,9,Group B,Bank B,API,API,Client,Hedge Fund,NDFs,,EM,,,USD,INR,APAC,,,,,,0,,,,,,NDFs,,0,,,,,,,70500000
2021,3,7,Group B,Bank B,SDP,SDP,Client,Real Money,Spot,Algo order - Aggressive,EM,,,EUR,PLN,AMER,,,,,,0,,,,,,,,0,,,,,,,240685.8407
2025,2,5,Group A,Group A,360T,MDP,Client,Bank,Swaps,,EM,,,SEK,RON,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,0
2025,1,1,Group B,Bank N,BidFX,API,Client,Hedge Fund,NDFs,,EM,,,USD,TWD,AMER,,,,,,0,,,,,,NDS,,0,,,,,,,11000000
2023,4,10,Group A,Bank R,FX Connect,MDP,Client,Hedge Fund,NDFs,Algo Order - Liquidity Seeking,EM,,,USD,BRL,APAC,,,,,,0,,,,,,NDFs,,0,,,,,,,312677.5442
2024,2,4,Group B,Bank B,API,API,Client,Bank,Swaps,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,985010800
2023,1,2,Group B,Group B,FlexTrade,API,Client,Hedge Fund,Spot,,G10,,,GBP,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,241204.6
2022,4,12,Group A,Group A,Portware,API,Client,Real Money,Outrights,Algo Order - Liquidity Seeking,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,238960.2809
2024,3,8,Group B,Bank Q,FXSpotStream,API,Client,Hedge Fund,Spot,,G10,,,AUD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,261791.25
2024,2,5,Group B,Bank I,Other API,API,Client,Bank,Spot,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,282151088.1
2024,1,2,Group B,Group B,Bloomberg,MDP,Client,Corporate,Swaps,,EM,,,EUR,CZK,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,4980902.933
2025,1,2,Group A,Bank R,FX Connect,MDP,Client,Hedge Fund,Spot,Algo order - Aggressive,G10,,,USD,JPY,AMER,,,,,,0,,,,,,,,0,,,,,,,8135390.446
2025,3,7,Group A,Group A,API,API,Client,Bank,Spot,Algo Order - Liquidity Seeking,EM,,,EUR,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,9657177.467
2025,3,8,Group B,Bank A,FXall,MDP,Client,Real Money,Swaps,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,508300364.2
2023,3,9,Group A,Bank D,FXall,MDP,Client,Corporate,Spot,,EM,,,CHF,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,1060667.42
2022,1,1,Group B,Bank A,FlexTrade,API,Client,Real Money,Spot,,EM,,,CAD,HKD,AMER,,,,,,0,,,,,,,,0,,,,,,,440674
2022,4,10,Group B,Bank B,FXall,MDP,Client,Bank,Swaps,,EM,,,CAD,HKD,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,4643582.16
2022,4,10,Group A,Group A,BidFX,API,Client,Hedge Fund,Outrights,,EM,,,EUR,HUF,AMER,,,,,,0,,,,,,,,0,,,,,,,6145625
2023,3,7,Group B,Group B,EBS Direct,MDP,Client,Hedge Fund,Spot,,G10,,,GBP,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,23384557
2023,3,8,Group B,Bank Q,Bloomberg,MDP,Client,Bank,Spot,,EM,,,USD,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,879639381.4
2021,2,4,Group A,Bank S,FXSpotStream,API,Client,Bank,Outrights,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,1640000
2022,2,6,Group B,Group B,360T,MDP,Client,Bank,Swaps,,G10,,,EUR,CAD,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,110006974.5
2021,1,2,,NULL,360T,MDP,Client,Corporate,Outrights,,G10,,,CHF,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,1896861.236
2021,4,10,Group B,Group B,FXall,MDP,Client,Other,Swaps,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,807813.4625
2021,2,5,Group A,Bank D,SDP,SDP,Client,Hedge Fund,Spot,Limit order,G10,,,USD,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,6590000
2021,1,2,Group B,Group B,SDP,SDP,Client,Corporate,Spot,,EM,,,GBP,BBD,EMEA,,,,,,0,,,,,,,,0,,,,,,,7736.743216
2021,1,1,Group A,Group A,Bloomberg,MDP,Client,Corporate,Outrights,,EM,,,EUR,RON,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2024,4,12,Group A,Group A,FX Connect,MDP,Client,Real Money,Spot,Algo Order - Time Based,G10,,,EUR,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,17354.12086
2025,2,6,Group C,Bank C,EBS Direct,MDP,Client,Hedge Fund,Spot,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,,,2,,,,,,,3939831.596
2023,2,5,Group A,Bank L,SDP,SDP,Client,Bank,Swaps,,EM,,,USD,HKD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,103848483
2023,3,8,Group C,Group C,FXall,MDP,Client,Hedge Fund,Swaps,,EM,,,USD,CZK,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,17819078.36
2025,1,1,Group B,Bank N,FXall,MDP,Client,Real Money,Outrights,,G10,,,AUD,NZD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2025,2,4,Group A,Bank D,360T,MDP,Client,Corporate,Outrights,,EM,,,CNH,KWD,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2022,3,9,Group B,Group B,Bloomberg,MDP,Client,Corporate,Swaps,,EM,,,USD,PLN,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,960000
2024,4,12,Group B,Group B,API,API,Client,Other,Outrights,,G10,,,USD,NZD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2022,4,10,Group B,Bank A,SDP,SDP,Client,Hedge Fund,Outrights,,EM,,,USD,MXN,AMER,,,,,,0,,,,,,,,0,,,,,,,706600
2024,3,9,Group C,Bank W,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,,,0,,,,,,,104172196
2024,2,4,Group A,Group A,FXall,MDP,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,USD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,38454.32876
2024,4,12,Group A,Bank R,FXSpotStream,API,Client,Bank,Swaps,,EM,,,USD,HKD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,386085.4793
2022,3,7,Group A,Bank S,FXall,MDP,Client,Real Money,NDFs,,EM,,,USD,KRW,APAC,,,,,,0,,,,,,NDFs,,0,,,,,,,3750000
2022,1,3,Group A,Bank D,360T,MDP,Client,Bank,Spot,,G10,,,JPY,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,123190000
2022,2,4,Group B,Bank Q,SDP,SDP,Client,Corporate,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,121385255.7
2022,1,3,Group C,Bank U,FXall,MDP,Client,Hedge Fund,Spot,,G10,,,USD,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,255000000
2023,3,8,Group B,Bank B,API,API,Client,Hedge Fund,Spot,Algo Order - Liquidity Seeking,G10,,,USD,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,4207940.327
2021,3,8,Group B,Bank Q,360T,MDP,Client,Corporate,NDFs,,EM,,,USD,INR,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,1999921.56
2021,3,7,Group B,Group B,FlexTrade,API,Client,Bank,Spot,,EM,,,USD,ZAR,EMEA,,,,,,0,,,,,,,,0,,,,,,,227114964.6
2023,1,1,Group B,Group B,Other API,API,Client,Bank,Swaps,,EM,,,USD,ZAR,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,18309425.35
2021,2,5,Group A,Bank S,360T,MDP,Client,Bank,Swaps,,EM,,,USD,CZK,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,20000
2021,4,10,Group A,Bank R,Other API,API,Client,Bank,Spot,,G10,,,CHF,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,1904553.124
2021,2,6,Group A,Group A,Bloomberg,MDP,Client,Hedge Fund,Outrights,,EM,,,RUB,ZAR,AMER,,,,,,0,,,,,,,,0,,,,,,,187500
2021,2,6,Group B,Group B,SDP,SDP,Client,Corporate,Spot,,EM,,,KES,TZS,EMEA,,,,,,0,,,,,,,,0,,,,,,,77940
2023,1,2,Group C,Group C,SDP,SDP,Client,Bank,Outrights,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,834976.2729
2021,2,5,Group A,Bank D,GainGTX,ECN,ECN,Bank,Spot,,EM,,,EUR,HUF,AMER,,,,,,0,,,,,,,,0,,,,,,,1830000
2023,2,4,Group C,Bank U,360T,MDP,Client,Corporate,Spot,,EM,,,EUR,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,1187618.01
2023,2,4,Group A,Bank L,FXSpotStream,API,Client,Bank,Spot,,G10,,,GBP,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,65595466.65
2024,2,4,Group A,Group A,GainGTX,ECN,ECN,Bank,NDFs,,EM,,,USD,IDR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,24002500
2024,4,11,Group C,Bank O,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,2588772
2024,1,3,Group B,Bank A,360T,MDP,Client,Hedge Fund,Spot,,EM,,,USD,TRY,AMER,,,,,,0,,,,,,,,0,,,,,,,34.92
2024,3,8,,Bank UT,FXall,MDP,Client,Bank,Swaps,,G10,,,EUR,CAD,EMEA,,,,,,0,,,,,,1 week - 1 month,,4,,,,,,,138684306.4
2024,4,10,Group B,Bank N,FXall,MDP,Client,Real Money,Swaps,,EM,,,GBP,TRY,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2023,3,8,Group B,Group B,Spark FX,API,Client,Hedge Fund,Spot,,G10,,,GBP,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,10154176.2
2023,1,2,Group B,Group B,API,API,Client,Corporate,Outrights,,G10,,,EUR,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,22224047.82
2023,2,4,Group C,Bank UB,Other API,API,Client,Corporate,Spot,,EM,,,SGD,THB,AMER,,,,,,0,,,,,,,,0,,,,,,,605.76
2022,3,8,Group A,Bank L,FXall,MDP,Client,Real Money,Outrights,,EM,,,CAD,ZAR,APAC,,,,,,0,,,,,,,,0,,,,,,,2708954.9
2024,2,4,Group B,Bank N,FXall,MDP,Client,Real Money,Swaps,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2025,1,1,Group A,Bank L,Bloomberg,MDP,Client,Hedge Fund,Swaps,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,1663185309
2025,2,5,Group B,Bank B,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,USD,EUR,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,240000
2024,2,5,Group C,Group C,SDP,SDP,Client,Bank,Spot,Limit order,G10,,,USD,JPY,AMER,,,,,,0,,,,,,,,0,,,,,,,4476199.782
2025,2,5,Group A,Bank L,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,3328785.412
2025,3,7,Group B,Bank I,SDP,SDP,Client,Other,Spot,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,67346030.4
2022,1,3,,Bank UT,FXSpotStream,API,Client,Hedge Fund,Spot,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,,,35,,,,,,,24656334.8
2023,4,10,Group A,Group A,FX Connect,MDP,Client,Corporate,Outrights,Algo Order - Time Based,G10,,,USD,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,89121.16781
2022,4,12,Group B,Bank N,BidFX,API,Client,Real Money,Outrights,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,2548780.44
2022,2,4,Group B,Group B,Bloomberg,MDP,Client,Corporate,Spot,,EM,,,EUR,HKD,EMEA,,,,,,0,,,,,,,,0,,,,,,,499280.2307
2022,2,6,Group A,Bank R,FXSpotStream,API,Client,Hedge Fund,Spot,,G10,,,USD,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,69673997.62
2023,2,4,Group A,Group A,Spark FX,API,Client,Hedge Fund,Outrights,,EM,,,USD,HUF,APAC,,,,,,0,,,,,,,,0,,,,,,,4980.28044
2023,2,4,Group C,Bank V,360T,MDP,Client,Bank,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,17960212
2023,4,10,Group A,Bank D,FX Connect,MDP,Client,Real Money,Spot,Algo order - Passive,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,18511594
2024,4,12,,Bank UT,FX Connect,MDP,Client,Real Money,Spot,Limit order,G10,,,EUR,NOK,EMEA,,,,,,0,,,,,,,,6,,,,,,,881833.8009
2024,2,6,Group A,Group A,FXall,MDP,Client,Bank,Swaps,,EM,,,USD,CZK,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,925000
2023,4,10,Group B,Bank B,SDP,SDP,Client,Corporate,Spot,,EM,,,USD,RON,AMER,,,,,,0,,,,,,,,0,,,,,,,950000
2023,1,3,Group A,Group A,360T,MDP,Client,Corporate,Spot,,EM,,,AUD,WST,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2023,2,6,Group B,Group B,FXSpotStream,API,Client,Hedge Fund,Spot,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,5087935.766
2023,2,5,Group A,Group A,Bloomberg,MDP,Client,Real Money,Outrights,,EM,,,USD,RON,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,162545.25
2023,1,2,Group B,Group B,SDP,SDP,Client,Corporate,Outrights,,EM,,,RON,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,1315.920931
2022,2,5,Group B,Bank I,BidFX,API,Client,Hedge Fund,Spot,,G10,,,USD,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,48006949.53
2021,1,3,Group B,Bank I,API,API,Client,Real Money,Spot,,EM,,,CAD,SGD,AMER,,,,,,0,,,,,,,,0,,,,,,,2139447.861
2021,1,3,Group C,Group C,FXall,MDP,Client,Real Money,Outrights,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,66881874.65
2021,1,1,Group B,Bank Q,Other API,API,Client,Bank,Spot,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,49653910.05
2021,2,6,Group B,Bank I,FXall,MDP,Client,Real Money,Spot,Fixing order,EM,,,HKD,SGD,UNKNOWN,,,,,,0,,,,,,,,0,,,,,,,14972.5442
2021,4,12,Group A,Bank D,API,API,Client,Bank,Swaps,,G10,,,USD,AUD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,2842670000
2021,2,6,Group C,Bank O,Currenex,MDP,Client,Hedge Fund,Outrights,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,12487603
2021,4,10,Group A,Group A,FlexTrade,API,Client,Real Money,NDFs,Algo Order - Liquidity Seeking,EM,,,USD,KRW,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,3405.361897
2021,2,5,Group B,Group B,BidFX,API,Client,Hedge Fund,Spot,,EM,,,GBP,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,4066334.2
2021,1,1,Group B,Bank N,API,API,Client,Bank,Spot,,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,500000
2021,3,7,Group C,Group C,Bloomberg,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,USD,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,7015000
2025,3,7,Group C,Bank U,FXall,MDP,Client,Real Money,Outrights,,EM,,,CAD,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,1591561.16
2024,4,11,Group A,Group A,FXall,MDP,Client,Corporate,Spot,Algo Order - Liquidity Seeking,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,4621511.794
2022,3,7,Group C,Group C,360T,MDP,Client,Hedge Fund,Outrights,,G10,,,CHF,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,2084449.741
2024,1,3,Group A,Bank R,FXall,MDP,Client,Real Money,NDFs,,EM,,,JPY,CNY,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,123947.3096
2023,3,8,Group A,Group A,360T,MDP,Client,Bank,Swaps,,G10,,,GBP,CAD,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,0
2023,1,3,Group A,Bank D,Integral,MDP,Client,Bank,Swaps,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,58092472.05
2022,4,11,Group A,Bank S,360T,MDP,Client,Bank,Outrights,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,93650000
2025,2,6,Group A,Bank R,BidFX,API,Client,Corporate,Spot,Algo order - Aggressive,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,743202.5028
2022,4,12,Group A,Bank S,SDP,SDP,Client,Bank,Swaps,,G10,,,USD,DKK,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,65110000
2024,2,6,Group A,Group A,FXall,MDP,Client,Hedge Fund,NDFs,Algo Order - Time Based,EM,,,USD,CLP,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,20984.38651
2024,1,1,Group A,Bank D,FXall,MDP,Client,Hedge Fund,Swaps,,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,0
2024,3,9,Group B,Group B,Other API,API,Client,Real Money,Spot,Fixing order,EM,,,JPY,SGD,AMER,,,,,,0,,,,,,,,0,,,,,,,312590.1824
2025,2,5,Group A,Bank R,API,API,Client,Real Money,Spot,Algo Order - Liquidity Seeking,EM,,,JPY,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,3811984.739
2024,4,11,Group C,Group C,Other API,API,Client,Hedge Fund,Swaps,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,4166666.667
2023,1,2,Group A,Group A,FlexTrade,API,Client,Bank,Spot,Algo Order - Liquidity Seeking,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,26046.83006
2025,1,2,Group A,Bank D,FXall,MDP,Client,Bank,Swaps,,EM,,,GBP,ZAR,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,0
2023,3,7,Group A,Group A,FlexTrade,API,Client,Hedge Fund,Spot,Algo order - Aggressive,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2022,3,8,Group A,Bank D,API,API,Client,Corporate,Spot,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,22710000
2025,1,2,Group A,Bank S,Other API,API,Client,Other,Spot,,G10,,,USD,EUR,UNKNOWN,,,,,,0,,,,,,,,0,,,,,,,1950000
2025,2,6,Group B,Bank N,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,EUR,NOK,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,5000000
2025,1,2,,Bank UT,360T,MDP,Client,Real Money,Spot,,G10,,,AUD,NZD,AMER,,,,,,0,,,,,,,,1,,,,,,,186685.1816
2021,3,9,Group B,Group B,SDP,SDP,Client,Hedge Fund,Spot,Algo order - Aggressive,G10,,,JPY,AUD,APAC,,,,,,0,,,,,,,,0,,,,,,,111065.9509
2021,2,5,Group C,Bank O,FXall,MDP,Client,Real Money,Outrights,,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,9558938
2021,4,11,Group C,Bank UB,Other API,API,Client,Bank,Spot,,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,104333737
2021,3,8,Group B,Bank B,SDP,SDP,Client,Real Money,Spot,,G10,,,USD,DKK,APAC,,,,,,0,,,,,,,,0,,,,,,,2567000
2021,4,10,Group B,Bank Q,SDP,SDP,Client,Corporate,Outrights,,EM,,,CAD,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,314317.169
2023,2,5,Group B,Group B,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,USD,CHF,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,101502654.2
2023,1,2,Group A,Group A,FastMatch,ECN,ECN,Hedge Fund,Spot,,EM,,,USD,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,6857500
